iter	Passed	Remaining
762	10868	3375
763	10878	3360
764	10887	3344
765	10896	3328
766	10905	3312
767	10913	3296
768	10923	3281
769	10932	3265
770	10940	3249
771	10949	3233
772	10957	3217
773	10965	3201
774	10972	3185
775	10981	3169
776	10989	3153
777	10998	3138
778	11008	3123
779	11018	3107
780	11027	3092
781	11035	3076
782	11046	3061
783	11055	3045
784	11065	3030
785	11079	3016
786	11093	3002
787	11109	2988
788	11122	2974
789	11139	2961
790	11153	2947
791	11169	2933
792	11181	2918
793	11190	2903
794	11199	2887
795	11215	2874
796	11223	2858
797	11232	2843
798	11241	2828
799	11252	2813
800	11261	2797
801	11271	2782
802	11282	2767
803	11291	2752
804	11298	2736
805	11307	2721
806	11317	2706
807	11329	2692
808	11339	2677
809	11349	2662
810	11358	2647
811	11368	2632
812	11383	2618
813	11396	2604
814	11409	2589
815	11418	2574
816	11429	2560
817	11439	2545
818	11452	2530
819	11463	2516
820	11483	2503
821	11501	2490
822	11518	2477
823	11538	2464
824	11555	2451
825	11573	2437
826	11582	2422
827	11596	2408
828	11608	2394
829	11619	2379
830	11632	2365
831	11646	2351
832	11661	2337
833	11673	2323
834	11687	2309
835	11701	2295
836	11718	2282
837	11738	2269
838	11748	2254
839	11759	2239
840	11770	2225
841	11781	2210
842	11790	2195
843	11798	2180
844	11808	2166
845	11818	2151
846	11826	2136
847	11837	2121
848	11846	2106
849	11857	2092
850	11866	2077
851	11878	2063
852	11892	2049
853	11901	2034
854	11911	2020
855	11922	2005
856	11930	1990
857	11939	1976
858	11948	1961
859	11957	1946
860	11968	1932
861	11978	1917
862	11989	1903
863	11999	1888
864	12009	1874
865	12021	1860
866	12031	1845
867	12040	1831
868	12047	1816
869	12056	1801
870	12067	1787
871	12077	1772
872	12092	1759
873	12106	1745
874	12115	1730
875	12126	1716
876	12139	1702
877	12166	1690
878	12179	1676
879	12196	1663
880	12210	1649
881	12224	1635
882	12246	1622
883	12266	1609
884	12276	1595
885	12289	1581
886	12311	1568
887	12324	1554
888	12339	1540
889	12351	1526
890	12361	1512
891	12375	1498
892	12395	1485
893	12412	1471
894	12438	1459
895	12459	1446
896	12469	1431
897	12484	1418
898	12499	1404
899	12512	1390
900	12525	1376
901	12535	1361
902	12547	1347
903	12556	1333
904	12567	1319
905	12578	1305
906	12587	1290
907	12598	1276
908	12608	1262
909	12616	1247
910	12624	1233
911	12635	1219
912	12643	1204
913	12650	1190
914	12659	1176
915	12668	1161
916	12677	1147
917	12686	1133
918	12695	1118
919	12704	1104
920	12717	1090
921	12726	1076
922	12738	1062
923	12755	1049
924	12766	1035
925	12781	1021
926	12792	1007
927	12802	993
928	12816	979
929	12831	965
930	12846	952
931	12860	938
932	12873	924
933	12891	910
934	12903	897
935	12918	883
936	12932	869
937	12945	855
938	12958	841
939	12970	827
940	12983	814
941	13002	800
942	13018	786
943	13036	773
944	13048	759
945	13063	745
946	13075	731
947	13088	717
948	13098	703
949	13107	689
950	13115	675
951	13124	661
952	13134	647
953	13142	633
954	13150	619
955	13159	605
956	13167	591
957	13179	577
958	13188	563
959	13196	549
960	13204	535
961	13213	521
962	13222	508
963	13230	494
964	13238	480
965	13245	466
966	13255	452
967	13263	438
968	13273	424
969	13283	410
970	13293	397
971	13302	383
972	13310	369
973	13318	355
974	13327	341
975	13335	327
976	13344	314
977	13355	300
978	13369	286
979	13377	273
980	13386	259
981	13395	245
982	13404	231
983	13412	218
984	13421	204
985	13430	190
986	13442	177
987	13452	163
988	13460	149
989	13468	136
990	13477	122
991	13487	108
992	13495	95
993	13504	81
994	13513	67
995	13523	54
996	13531	40
997	13541	27
998	13550	13
999	13559	0
